index,centre_y,centre_x,luminosity
0,-0.6373015906350705,-0.33174602292462385,5.67e+08
1,0.24981923786032878,-0.09651805846120287,8.02e+08
2,17.538015180306594,-31.692126743097194,1.47e+08
3,46.51382582630847,-6.284379383680124,1.91e+08
4,41.063707179766844,45.001629175143215,8.13e+07
5,-15.437163105603519,21.436727689017204,8.86e+07
6,43.41627637971287,3.0866879294382086,5.07e+07
7,-0.02783484595705621,10.967794749257392,1.33e+08
8,-32.88538467186987,47.35419837508924,2.80e+08
9,23.223390746842824,5.400047642718467,5.64e+07
10,5.579121747247637,2.890640496109373,7.01e+08
11,22.20394409353288,10.379652449270887,2.09e+09
12,16.636196986993955,18.103921322427002,2.01e+08
13,5.53991226058187,6.615541729357246,1.40e+09
14,12.440781913756876,-17.459083083423742,3.76e+09
15,11.538963720444233,-25.45781836324023,2.30e+09
16,-27.631313458657086,9.830719635950148,5.38e+07
17,38.946394899815424,28.14154990886337,7.91e+08
18,14.12678984038486,9.517043742624011,6.86e+08
19,-18.064198712209915,10.458071422602421,1.20e+08
20,-2.3804040459030813,-42.63157352284621,5.00e+10
21,-26.96475218533904,42.217755621873756,5.65e+08
22,-13.5551077456467,4.968743289395029,1.57e+09
23,-11.869099819018714,15.202419309160238,2.21e+09
24,17.73406261363543,-18.792205630059826,7.18e+08
25,-20.730443805482075,-2.7555255837610866,2.08e+08
26,0.521097967363683,13.516411382532253,2.72e+09
27,20.400307706907594,2.1456602494597985,9.22e+08
28,12.048687047099206,14.810324442502568,2.15e+08
29,6.363311480562978,-43.96469606948229,5.54e+07
30,11.85263961377037,-22.28184994331309,2.53e+09
31,16.793034933657022,-23.37971556995457,1.84e+09
32,-14.33929747896204,14.379020089179129,5.40e+09
33,13.969951893721793,-21.223193803337384,2.91e+09
34,6.676987373889115,3.0474784427724413,6.49e+09
35,-10.3399298390538,-3.226039423750292,1.02e+08
36,46.27856890631387,21.985660502337943,3.72e+09
37,-13.123803392323262,-22.634735323304998,6.08e+08
38,43.1418099730525,-12.244221356876722,1.36e+09
39,-16.574238218910764,-44.16074350281112,4.02e+08
40,6.245683020565677,11.948031915901568,1.03e+09
41,9.421651440492811,-45.88596091610488,7.94e+07
42,44.78860841301472,44.29585841515941,3.05e+09
43,6.167264047234142,37.08131286865827,6.28e+08
44,45.21991276633816,-30.16295676313228,1.46e+09
45,34.12362803992607,24.808743542273174,5.78e+08
46,12.793667293748781,-48.3561585760482,2.10e+09
47,-43.31510812496392,30.76858551546977,2.48e+09
48,-15.358744132271985,-45.023352209458004,7.26e+08
49,41.14212615309838,-14.832047476817348,1.49e+09
50,-26.69028577867867,0.38123334950027987,6.54e+08
51,10.127422200476618,33.826925475399605,5.55e+07
